source_type,source_name,RA,DEC,z_hetdex,z_hetdex_conf
lae,HETDEX J014045.47-002932.2,25.18944,-0.49228102,2.6965127,0.17124747
lae,HETDEX J014023.92-002931.2,25.099665,-0.491989,2.7719412,0.95
lae,HETDEX J013844.52-002930.5,24.68548,-0.49181497,1.9507184,0.95
lae,HETDEX J014245.16-002929.7,25.688154,-0.49157,2.1812468,0.95
lae,HETDEX J012245.42-002929.3,20.689255,-0.491475,2.6684628,0.95
lae,HETDEX J015031.63-002928.0,27.631777,-0.49111703,3.120727,0.95
lae,HETDEX J012246.49-002925.1,20.693691,-0.490319,2.2810464,0.95
agn,HETDEX J004247.95-002924.8,10.699805,-0.49021575,2.079,1.0
agn,HETDEX J004247.95-002924.8,10.699805,-0.49021575,2.079,1.0
agn,HETDEX J004247.95-002924.8,10.699805,-0.49021575,2.079,1.0
lae,HETDEX J012248.38-002923.7,20.701593,-0.48991,2.670438,0.95
lae,HETDEX J005046.95-002923.2,12.695625,-0.489777,2.2018583,0.95
lae,HETDEX J003447.07-002922.2,8.696112,-0.48950997,2.1996205,0.95
lae,HETDEX J014516.45-002921.2,26.318525,-0.489231,2.5437975,0.95
lae,HETDEX J020846.40-002921.0,32.19332,-0.48916003,3.1559763,0.95
lae,HETDEX J005916.54-002920.0,14.818914,-0.488879,2.4162273,0.40894586
lae,HETDEX J012646.33-002920.0,21.693043,-0.488876,2.3903825,0.95
lae,HETDEX J014247.73-002919.8,25.698889,-0.48883596,2.035559,0.95
agn,HETDEX J005247.21-002919.5,13.196712,-0.488754,2.069,1.0
lae,HETDEX J011645.85-002919.2,19.191032,-0.488671,2.2329283,0.95
lae,HETDEX J013940.20-002918.8,24.917503,-0.488561,2.747289,0.6888344
lae,HETDEX J004933.14-002918.5,12.388063,-0.488483,2.9112525,0.9425629
lae,HETDEX J011116.99-002918.4,17.820807,-0.488444,2.8567984,0.95
lae,HETDEX J011315.25-002917.9,18.31355,-0.48830202,2.7240446,0.57129747
lae,HETDEX J020647.82-002917.5,31.699257,-0.488206,2.590904,0.95
lae,HETDEX J013610.75-002917.2,24.044806,-0.488121,2.5892336,0.33201152
lae,HETDEX J013732.41-002917.1,24.385035,-0.48809597,2.5379143,0.95
lae,HETDEX J005845.20-002917.0,14.68835,-0.48806304,1.9452794,0.95
lae,HETDEX J013315.96-002916.8,23.316496,-0.48798904,2.5762086,0.95
lae,HETDEX J013623.63-002915.9,24.09846,-0.487752,2.8857863,0.8546003
lae,HETDEX J004446.09-002915.3,11.192056,-0.487592,2.1181614,0.95
lae,HETDEX J022331.45-002914.8,35.881058,-0.487451,2.3089404,0.95
lae,HETDEX J020942.14-002914.6,32.42558,-0.487379,2.0997307,0.95
lae,HETDEX J010932.32-002913.5,17.384655,-0.487077,2.6943486,0.95
lae,HETDEX J012831.60-002913.3,22.131672,-0.487024,3.4177084,0.95
lae,HETDEX J021331.54-002912.6,33.38143,-0.486846,2.844283,0.95
lae,HETDEX J013046.71-002912.4,22.694614,-0.48678902,2.1976373,0.5284803
lae,HETDEX J015046.67-002912.1,27.694447,-0.486695,2.3000536,0.95
lae,HETDEX J014010.96-002908.9,25.045656,-0.485815,2.4711342,0.86126953
lae,HETDEX J005846.22-002908.0,14.692577,-0.485554,2.543049,0.94863564
lae,HETDEX J004925.95-002907.8,12.35813,-0.48551103,2.3778348,0.95
lae,HETDEX J004126.18-002907.6,10.359095,-0.48544103,2.2586575,0.95
lae,HETDEX J005516.80-002906.1,13.820014,-0.48502,2.2595212,0.95
lae,HETDEX J021244.74-002906.0,33.186424,-0.485012,2.0649827,0.95
lae,HETDEX J005447.33-002904.9,13.697188,-0.48469,2.2688522,0.95
lae,HETDEX J020633.25-002904.3,31.638561,-0.484528,3.0743442,0.95
lae,HETDEX J003447.47-002904.0,8.697803,-0.484431,2.23459,0.52544063
lae,HETDEX J010915.19-002903.8,17.313309,-0.48438197,3.4513454,0.849635
lae,HETDEX J012248.21-002903.5,20.700893,-0.484308,2.0594373,0.12079864
lae,HETDEX J012832.43-002902.1,22.135118,-0.4839051,2.03611,0.95
lae,HETDEX J012832.43-002902.1,22.135118,-0.4839051,2.03611,0.95
lae,HETDEX J020033.95-002901.9,30.141466,-0.48385796,2.0305068,0.95
lae,HETDEX J014124.13-002901.3,25.350546,-0.483681,1.9442508,0.95
lae,HETDEX J011125.18-002900.8,17.854918,-0.48355404,2.5679061,0.95
lae,HETDEX J022115.67-002859.6,35.315292,-0.48322296,3.2290516,0.95
lae,HETDEX J013608.96-002859.2,24.03733,-0.483122,2.0551748,0.95
lae,HETDEX J020930.90-002859.0,32.378742,-0.483056,2.1957202,0.95
lae,HETDEX J012726.39-002858.6,21.85996,-0.482954,2.0182552,0.95
lae,HETDEX J014140.51-002858.3,25.418789,-0.48286498,2.2895136,0.95
lae,HETDEX J003511.14-002858.2,8.796419,-0.482841,2.6205583,0.95
lae,HETDEX J015111.04-002857.2,27.79602,-0.482569,2.012561,0.20116626
lae,HETDEX J020326.75-002856.6,30.86146,-0.482388,2.8185046,0.95
agn,HETDEX J011440.57-002856.0,18.669058,-0.482229,1.951,1.0
agn,HETDEX J011440.57-002856.0,18.669058,-0.482229,1.951,1.0
agn,HETDEX J011440.57-002856.0,18.669058,-0.482229,1.951,1.0
agn,HETDEX J011440.57-002856.0,18.669058,-0.482229,1.951,1.0
agn,HETDEX J011440.57-002856.0,18.669058,-0.482229,1.951,1.0
lae,HETDEX J004324.54-002855.2,10.85227,-0.4820002,2.4673326,0.55772036
lae,HETDEX J010508.70-002854.2,16.286232,-0.481722,2.4562416,0.95
lae,HETDEX J010109.01-002853.8,15.287529,-0.48160997,2.8976846,0.7634491
lae,HETDEX J010245.37-002853.2,15.689032,-0.48145,2.785871,0.95
lae,HETDEX J011726.46-002852.5,19.360262,-0.481245,2.473043,0.95
lae,HETDEX J014209.25-002851.9,25.538542,-0.48107603,1.9652739,0.25541523
lae,HETDEX J003446.63-002851.7,8.694307,-0.48103097,3.2665472,0.46231046
lae,HETDEX J011424.07-002851.4,18.600294,-0.48093596,2.5352483,0.95
lae,HETDEX J020126.93-002850.8,30.36219,-0.480791,3.2302775,0.95
lae,HETDEX J022509.88-002849.9,36.291172,-0.480515,2.123197,0.95
lae,HETDEX J020924.13-002849.2,32.350533,-0.48033303,2.619176,0.95
lae,HETDEX J012524.45-002849.0,21.351892,-0.480286,2.9832003,0.95
lae,HETDEX J004110.14-002849.0,10.292259,-0.480285,2.4690359,0.95
lae,HETDEX J004125.15-002847.7,10.354785,-0.479907,3.0738997,0.1371905
lae,HETDEX J005241.75-002847.4,13.1739645,-0.47984198,2.7450428,0.49301302
lae,HETDEX J013311.33-002846.8,23.297205,-0.479664,2.835438,0.21320571
lae,HETDEX J020911.47-002846.8,32.2978,-0.47965896,2.5562053,0.95
lae,HETDEX J003840.25-002846.6,9.667727,-0.47961798,2.5121024,0.95
lae,HETDEX J010709.34-002846.0,16.78892,-0.47944802,3.200121,0.95
lae,HETDEX J012310.02-002845.8,20.791739,-0.479392,3.1358504,0.95
lae,HETDEX J020932.73-002845.6,32.38639,-0.47934604,2.2752948,0.95
lae,HETDEX J003523.61-002845.6,8.848374,-0.479339,2.368866,0.95
lae,HETDEX J012510.01-002845.6,21.291704,-0.479331,2.4071267,0.95
lae,HETDEX J020509.91-002845.3,31.29128,-0.47924796,3.2291827,0.95
lae,HETDEX J015326.88-002845.1,28.362001,-0.479203,3.3296332,0.101822905
lae,HETDEX J013711.16-002845.1,24.296515,-0.47918397,2.3895595,0.95
lae,HETDEX J015925.31-002844.3,29.85545,-0.47895896,3.1508417,0.95
lae,HETDEX J010908.72-002842.9,17.28635,-0.47858503,2.4267182,0.95
lae,HETDEX J012924.22-002842.4,22.350908,-0.478451,1.9441192,0.95
lae,HETDEX J013241.27-002842.2,23.171938,-0.47839,2.1969543,0.95
lae,HETDEX J015710.16-002841.7,29.292334,-0.478253,2.455838,0.95
lae,HETDEX J013709.44-002840.3,24.289347,-0.47785696,2.3753169,0.95
lae,HETDEX J015810.24-002839.1,29.542662,-0.47753,1.9421778,0.95
lae,HETDEX J011110.29-002838.8,17.792875,-0.47745103,2.5149903,0.95
lae,HETDEX J005438.48-002835.6,13.660335,-0.476564,3.0809512,0.30181655
lae,HETDEX J021004.41-002835.0,32.518394,-0.476382,2.179988,0.10160602
lae,HETDEX J015913.21-002834.6,29.805061,-0.476281,2.5318089,0.95
lae,HETDEX J013939.14-002834.5,24.913063,-0.476243,2.1667573,0.95
lae,HETDEX J015311.63-002832.6,28.298468,-0.475723,2.6573713,0.95
lae,HETDEX J015750.72-002832.5,29.461344,-0.47568604,2.2276456,0.95
lae,HETDEX J014139.50-002830.6,25.414593,-0.47517103,2.2291186,0.95
lae,HETDEX J020724.80-002830.6,31.85334,-0.47515297,3.2813087,0.9299095
lae,HETDEX J012440.54-002830.3,21.168907,-0.47507098,2.8068612,0.95
lae,HETDEX J022109.30-002829.2,35.28876,-0.47479102,2.569749,0.95
lae,HETDEX J015311.58-002828.2,28.298262,-0.474502,2.9132354,0.95
lae,HETDEX J015926.51-002828.1,29.860445,-0.474464,2.8430738,0.95
lae,HETDEX J020241.65-002827.2,30.67355,-0.474229,2.7053833,0.95
lae,HETDEX J020955.68-002826.7,32.482002,-0.474075,2.464527,0.95
lae,HETDEX J015110.40-002825.6,27.79335,-0.473769,2.4708378,0.95
lae,HETDEX J004110.37-002824.7,10.293198,-0.47353297,2.747182,0.8699812
lae,HETDEX J014726.62-002824.4,26.860926,-0.473437,2.2297025,0.95
lae,HETDEX J003526.30-002823.7,8.859571,-0.473245,2.5136492,0.95
lae,HETDEX J010912.25-002823.5,17.301043,-0.473204,2.0089488,0.11866602
lae,HETDEX J013110.42-002823.5,22.7934,-0.473203,2.5710573,0.95
lae,HETDEX J014049.38-002823.1,25.205736,-0.473072,2.1858463,0.95
lae,HETDEX J013909.40-002822.0,24.789177,-0.472769,3.0950465,0.37569687
lae,HETDEX J015748.65-002820.2,29.452698,-0.47227797,2.938192,0.95
lae,HETDEX J011403.29-002816.2,18.513708,-0.47117302,2.536787,0.95
lae,HETDEX J022555.45-002813.2,36.48106,-0.470329,3.2821074,0.95
agn,HETDEX J004924.66-002812.7,12.352742,-0.4702,2.008,1.0
agn,HETDEX J004924.66-002812.7,12.352742,-0.4702,2.008,1.0
lae,HETDEX J012250.22-002812.4,20.70925,-0.470105,2.6736798,0.95
lae,HETDEX J013919.77-002810.7,24.832365,-0.469632,3.364348,0.91709614
lae,HETDEX J003434.69-002810.7,8.644559,-0.46962604,3.1012344,0.7968145
lae,HETDEX J010517.41-002808.4,16.322561,-0.468987,2.3667266,0.95
lae,HETDEX J004439.89-002808.3,11.166221,-0.468963,3.1695204,0.18219097
lae,HETDEX J005649.49-002807.7,14.206215,-0.46881798,2.230435,0.95
lae,HETDEX J005049.76-002806.9,12.707325,-0.46858,2.4011452,0.95
lae,HETDEX J011650.66-002806.8,19.211071,-0.46854603,2.2286823,0.95
lae,HETDEX J022250.37-002806.7,35.70989,-0.468514,2.67391,0.95
lae,HETDEX J022538.98-002805.8,36.412426,-0.46828702,1.9860334,0.4308969
lae,HETDEX J015848.57-002805.3,29.702385,-0.46814,2.5529222,0.95
lae,HETDEX J022449.89-002804.7,36.207886,-0.46798098,1.9872758,0.95
lae,HETDEX J020050.66-002804.3,30.211071,-0.467861,3.1638098,0.94910187
lae,HETDEX J010232.92-002803.9,15.637173,-0.46775502,2.6196365,0.95
lae,HETDEX J012833.98-002803.0,22.141567,-0.46751,2.8874893,0.13206851
lae,HETDEX J010554.72-002802.6,16.478004,-0.46737504,2.5524864,0.95
agn,HETDEX J013520.60-002802.3,23.835814,-0.46729288,2.085,1.0
agn,HETDEX J013520.60-002802.3,23.835814,-0.46729288,2.085,1.0
lae,HETDEX J012848.65-002801.7,22.202717,-0.467151,2.2723823,0.30622786
lae,HETDEX J020953.12-002800.9,32.471317,-0.46690604,1.9443247,0.20547296
lae,HETDEX J012022.35-002800.6,20.093138,-0.466836,2.483328,0.95
lae,HETDEX J010249.71-002800.4,15.707138,-0.466764,3.0360003,0.95
lae,HETDEX J004117.94-002800.0,10.324744,-0.46667504,2.2253993,0.95
lae,HETDEX J005003.70-002759.4,12.51543,-0.46651,2.7738166,0.8300564
lae,HETDEX J013319.15-002758.9,23.329788,-0.466366,2.3128073,0.95
lae,HETDEX J003434.74-002757.7,8.644749,-0.46602103,2.559489,0.95
lae,HETDEX J010247.57-002757.4,15.698205,-0.465948,3.0153317,0.95
lae,HETDEX J003434.52-002757.2,8.643847,-0.465881,2.5675113,0.95
lae,HETDEX J015247.71-002756.5,28.198788,-0.465698,2.7596316,0.95
lae,HETDEX J020850.05-002756.5,32.208546,-0.46569398,2.6026208,0.95
lae,HETDEX J012248.08-002756.2,20.700346,-0.465599,2.1432989,0.95
lae,HETDEX J011556.94-002754.7,18.98725,-0.465205,2.6449466,0.95
agn,HETDEX J014807.01-002754.7,27.029228,-0.46518493,1.962,1.0
agn,HETDEX J014807.01-002754.7,27.029228,-0.46518493,1.962,1.0
agn,HETDEX J014807.01-002754.7,27.029228,-0.46518493,1.962,1.0
lae,HETDEX J021848.22-002754.3,34.70091,-0.465072,2.3818257,0.95
lae,HETDEX J014022.58-002754.2,25.09409,-0.465056,2.652509,0.95
agn,HETDEX J020235.99-002753.7,30.649967,-0.46491396,2.03945,1.0
lae,HETDEX J012447.49-002753.4,21.197874,-0.46483496,3.2504206,0.95
lae,HETDEX J005920.23-002752.7,14.834271,-0.46464399,3.0603404,0.6439049
lae,HETDEX J015048.60-002751.8,27.702488,-0.464379,2.3758273,0.101838246
lae,HETDEX J013847.53-002751.1,24.698057,-0.464201,2.4501193,0.95
lae,HETDEX J014021.71-002751.0,25.090452,-0.464172,3.4349298,0.36160892
lae,HETDEX J022117.05-002749.6,35.321045,-0.463766,2.6507065,0.95
lae,HETDEX J012120.30-002749.3,20.33459,-0.46368498,2.3852646,0.95
lae,HETDEX J004634.10-002748.9,11.642095,-0.463596,2.233035,0.10315045
agn,HETDEX J014235.16-002747.6,25.646505,-0.46322954,2.527,1.0
agn,HETDEX J014235.16-002747.6,25.646505,-0.46322954,2.527,1.0
agn,HETDEX J014235.16-002747.6,25.646505,-0.46322954,2.527,1.0
agn,HETDEX J014235.16-002747.6,25.646505,-0.46322954,2.527,1.0
lae,HETDEX J020035.53-002747.4,30.14806,-0.463164,2.0987349,0.95
agn,HETDEX J010250.61-002745.9,15.710871,-0.46274498,2.425,1.0
lae,HETDEX J005849.05-002745.4,14.704392,-0.462625,2.5933473,0.95
lae,HETDEX J015251.06-002743.9,28.212748,-0.462194,2.7869906,0.95
lae,HETDEX J012450.31-002743.6,21.209635,-0.462113,2.5520911,0.95
lae,HETDEX J012121.66-002742.7,20.340252,-0.46184903,2.194445,0.95
lae,HETDEX J003850.31-002742.2,9.709637,-0.46172702,3.2345476,0.10786727
lae,HETDEX J003449.14-002741.1,8.704757,-0.461422,2.684047,0.95
lae,HETDEX J004520.21-002740.7,11.334193,-0.46130797,2.4865208,0.95
lae,HETDEX J012649.94-002740.1,21.708086,-0.46114898,2.2448177,0.95
lae,HETDEX J021659.91-002739.8,34.249638,-0.46106002,2.5143979,0.95
lae,HETDEX J020342.14-002737.3,30.92557,-0.460365,3.395369,0.95
agn,HETDEX J010633.91-002736.3,16.641298,-0.46008068,2.109,1.0
agn,HETDEX J010633.91-002736.3,16.641298,-0.46008068,2.109,1.0
agn,HETDEX J010633.91-002736.3,16.641298,-0.46008068,2.109,1.0
lae,HETDEX J014021.60-002736.0,25.089987,-0.459995,3.2227402,0.95
lae,HETDEX J005317.96-002735.3,13.324838,-0.45979998,2.3962169,0.95
lae,HETDEX J015929.65-002735.0,29.873526,-0.459736,2.836804,0.95
lae,HETDEX J004249.83-002734.6,10.707625,-0.459614,2.8155668,0.36506835
lae,HETDEX J022436.52-002734.3,36.152184,-0.45953998,2.11998,0.95
lae,HETDEX J013527.85-002734.3,23.86606,-0.459534,1.9485052,0.95
lae,HETDEX J005446.68-002734.2,13.694518,-0.4595,3.0066504,0.5284566
lae,HETDEX J020946.50-002732.8,32.44374,-0.459101,2.932605,0.95
lae,HETDEX J020919.16-002732.0,32.329815,-0.45888796,2.8115358,0.95
lae,HETDEX J010713.46-002731.5,16.80607,-0.45874998,2.6573548,0.95
agn,HETDEX J022339.61-002731.3,35.91503,-0.45869458,1.91,1.0
agn,HETDEX J022339.61-002731.3,35.91503,-0.45869458,1.91,1.0
agn,HETDEX J022339.61-002731.3,35.91503,-0.45869458,1.91,1.0
agn,HETDEX J022339.61-002731.3,35.91503,-0.45869458,1.91,1.0
lae,HETDEX J003634.81-002729.7,9.145041,-0.458247,2.3550835,0.95
lae,HETDEX J013434.15-002729.5,23.642273,-0.458189,2.4661396,0.95
lae,HETDEX J021014.76-002729.0,32.5615,-0.45805496,2.4581668,0.95
lae,HETDEX J015555.61-002728.9,28.981688,-0.458022,3.3213968,0.9214643
lae,HETDEX J010338.82-002728.0,15.911745,-0.45778,3.2492766,0.39819202
lae,HETDEX J012814.45-002727.9,22.060188,-0.457758,2.522964,0.95
lae,HETDEX J020326.82-002727.1,30.861746,-0.457521,2.6190522,0.95
lae,HETDEX J013728.09-002727.0,24.367044,-0.45750004,3.331674,0.948113
lae,HETDEX J015757.85-002726.9,29.491047,-0.45747,2.539864,0.95
lae,HETDEX J003929.10-002724.7,9.871263,-0.456864,2.2220094,0.95
lae,HETDEX J020708.49-002724.4,31.785364,-0.456789,2.4040413,0.95
lae,HETDEX J004449.74-002724.4,11.207247,-0.45676702,3.043332,0.17844085
lae,HETDEX J015135.18-002723.9,27.89657,-0.45665103,2.5390005,0.95
lae,HETDEX J013541.82-002723.7,23.92425,-0.45658404,2.3404212,0.95
lae,HETDEX J012021.83-002723.5,20.090977,-0.456527,2.9445937,0.3759436
lae,HETDEX J013557.33-002723.3,23.988873,-0.456483,2.1781447,0.95
lae,HETDEX J011314.08-002720.9,18.308674,-0.455808,3.2540317,0.95
lae,HETDEX J013528.57-002720.2,23.869032,-0.45562,3.052885,0.15746282
lae,HETDEX J012427.34-002720.0,21.113901,-0.455545,2.643087,0.95
lae,HETDEX J005914.03-002719.4,14.808462,-0.45538598,3.0319037,0.893821
lae,HETDEX J003913.51-002718.8,9.806288,-0.455211,2.3711946,0.95
lae,HETDEX J005626.16-002718.2,14.109003,-0.45505297,2.52897,0.95
lae,HETDEX J011414.17-002718.2,18.559061,-0.455051,2.1101887,0.95
lae,HETDEX J012244.01-002717.9,20.683395,-0.454984,2.5601633,0.93104804
lae,HETDEX J015028.35-002717.2,27.618143,-0.45478472,2.3989236,0.95
lae,HETDEX J015028.35-002717.2,27.618143,-0.45478472,2.3989236,0.95
lae,HETDEX J012642.50-002716.9,21.67709,-0.454681,3.1015968,0.95
lae,HETDEX J005113.06-002716.3,12.80442,-0.454521,2.087577,0.8999163
lae,HETDEX J020128.29-002716.2,30.367874,-0.4544917,2.4078593,0.95
lae,HETDEX J020128.29-002716.2,30.367874,-0.4544917,2.4078593,0.95
lae,HETDEX J022127.54-002709.7,35.36477,-0.452705,2.7940829,0.6818372
lae,HETDEX J020529.44-002709.4,31.372673,-0.45262,2.207026,0.95
lae,HETDEX J010243.68-002707.9,15.681988,-0.45219898,2.4641728,0.36287147
lae,HETDEX J010228.11-002707.8,15.617118,-0.452178,2.9221551,0.22320686
lae,HETDEX J010241.70-002707.6,15.6737385,-0.45211563,3.1122022,0.95
lae,HETDEX J010241.70-002707.6,15.6737385,-0.45211563,3.1122022,0.95
lae,HETDEX J012827.61-002707.0,22.115047,-0.45194998,2.9311814,0.95
lae,HETDEX J020814.16-002706.6,32.058987,-0.451824,2.708255,0.95
lae,HETDEX J022527.11-002706.4,36.362965,-0.451786,2.7391846,0.95
lae,HETDEX J012642.96-002705.3,21.67902,-0.451461,2.7749686,0.84032
lae,HETDEX J010346.13-002703.6,15.942208,-0.4509982,2.708123,0.95
lae,HETDEX J013713.74-002703.5,24.307257,-0.450972,2.893628,0.93865776
lae,HETDEX J020227.35-002703.3,30.61396,-0.450905,1.9121776,0.95
lae,HETDEX J003628.20-002702.9,9.117495,-0.450817,2.6205504,0.9363897
lae,HETDEX J014020.71-002701.7,25.086275,-0.450465,3.21243,0.3323981
lae,HETDEX J013928.50-002701.0,24.868734,-0.45028704,2.1053915,0.95
lae,HETDEX J011600.48-002659.3,19.001999,-0.449813,2.3890169,0.95
lae,HETDEX J005130.08-002659.3,12.875337,-0.44979802,2.1889403,0.95
lae,HETDEX J011629.76-002659.0,19.123987,-0.44972998,2.7327912,0.95
lae,HETDEX J003427.93-002658.1,8.616375,-0.449467,2.6754072,0.7553937
lae,HETDEX J013527.70-002656.8,23.865408,-0.449114,2.7093163,0.95
lae,HETDEX J013552.27-002656.0,23.967777,-0.448896,2.2741022,0.95
lae,HETDEX J013313.79-002655.7,23.307442,-0.448795,2.695262,0.95
lae,HETDEX J015043.11-002655.2,27.679617,-0.448677,2.58391,0.95
lae,HETDEX J020728.85-002655.0,31.870201,-0.44861603,1.96803,0.95
lae,HETDEX J013314.46-002654.4,23.310246,-0.448433,1.9990342,0.95
lae,HETDEX J015728.79-002654.2,29.369951,-0.44839686,2.205545,0.5440284
lae,HETDEX J015728.79-002654.2,29.369951,-0.44839686,2.205545,0.5440284
lae,HETDEX J021348.51-002652.9,33.452145,-0.448039,3.28344,0.39082643
agn,HETDEX J015456.62-002652.5,28.735909,-0.44791436,2.308,1.0
agn,HETDEX J015456.62-002652.5,28.735909,-0.44791436,2.308,1.0
agn,HETDEX J015456.62-002652.5,28.735909,-0.44791436,2.308,1.0
agn,HETDEX J015456.62-002652.5,28.735909,-0.44791436,2.308,1.0
agn,HETDEX J015456.62-002652.5,28.735909,-0.44791436,2.308,1.0
agn,HETDEX J015456.62-002652.5,28.735909,-0.44791436,2.308,1.0
lae,HETDEX J012629.74-002652.0,21.623934,-0.44777197,2.136206,0.95
lae,HETDEX J022442.16-002651.3,36.175682,-0.44757,2.8827827,0.95
lae,HETDEX J022550.74-002651.2,36.461437,-0.447561,2.522791,0.95
lae,HETDEX J005328.60-002650.9,13.369169,-0.44746396,2.1663537,0.95
lae,HETDEX J012628.79-002650.9,21.619965,-0.447462,2.6712027,0.49643442
lae,HETDEX J013229.83-002650.6,23.12431,-0.44737902,2.9212916,0.22139214
lae,HETDEX J022113.48-002648.7,35.306187,-0.446873,2.6464193,0.95
lae,HETDEX J013528.79-002648.6,23.86997,-0.446833,2.7838223,0.95
lae,HETDEX J015809.47-002646.1,29.53944,-0.44613698,2.2200181,0.95
lae,HETDEX J003922.33-002645.7,9.843053,-0.44602102,2.5687125,0.95
lae,HETDEX J011600.24-002645.6,19.001,-0.446012,3.1472626,0.95
oii,HETDEX J012838.42-002645.1,22.160097,-0.4458733,3.4547207,0.1014283
lae,HETDEX J020123.36-002645.1,30.347353,-0.445871,3.1771727,0.95
lae,HETDEX J003452.74-002645.0,8.719737,-0.44583303,3.1161437,0.5500683
lae,HETDEX J004044.66-002644.8,10.186064,-0.445764,2.5674129,0.84817785
lae,HETDEX J011026.81-002644.1,17.611729,-0.445581,2.8851779,0.95
lae,HETDEX J003442.97-002643.7,8.679033,-0.445474,2.6238165,0.95
lae,HETDEX J021007.76-002643.3,32.532337,-0.44537097,3.0798573,0.95
lae,HETDEX J013852.76-002640.3,24.719828,-0.44453698,2.165498,0.95
lae,HETDEX J015237.71-002639.4,28.15711,-0.444284,2.1392832,0.95
lae,HETDEX J003728.63-002638.8,9.369296,-0.44410798,2.6437864,0.8725474
lae,HETDEX J014707.53-002638.6,26.781364,-0.44405,2.9875531,0.95
lae,HETDEX J020936.90-002637.3,32.40374,-0.44369096,2.2409263,0.95
agn,HETDEX J014650.84-002637.2,26.711823,-0.443678,2.693,1.0
lae,HETDEX J010522.31-002635.9,16.342968,-0.44330204,2.0898645,0.95
lae,HETDEX J015816.12-002635.0,29.56715,-0.44306844,2.4510329,0.95
lae,HETDEX J015816.12-002635.0,29.56715,-0.44306844,2.4510329,0.95
lae,HETDEX J022050.80-002635.0,35.211674,-0.443046,2.7967243,0.95
lae,HETDEX J014120.94-002633.4,25.337246,-0.44260746,2.9620042,0.94771105
lae,HETDEX J014120.94-002633.4,25.337246,-0.44260746,2.9620042,0.94771105
lae,HETDEX J020429.86-002632.4,31.1244,-0.44233197,2.0359046,0.95
lae,HETDEX J010713.72-002631.2,16.80718,-0.441994,2.3258736,0.95
lae,HETDEX J013851.79-002631.1,24.715805,-0.441976,1.9347475,0.95
lae,HETDEX J010627.97-002631.0,16.616558,-0.441947,1.9876051,0.95
lae,HETDEX J012053.23-002629.7,20.22179,-0.441585,1.9651093,0.95
lae,HETDEX J005520.13-002629.2,13.833864,-0.44144097,2.9508963,0.6058726
lae,HETDEX J013523.03-002628.5,23.845943,-0.441241,3.3275685,0.86535877
lae,HETDEX J004211.10-002628.4,10.546241,-0.441232,3.0385184,0.2843843
lae,HETDEX J014032.94-002628.2,25.137255,-0.44117096,2.604423,0.95
lae,HETDEX J020937.90-002627.6,32.407917,-0.440996,2.2508984,0.95
lae,HETDEX J003638.80-002627.0,9.161684,-0.440835,2.164741,0.95
lae,HETDEX J015637.98-002627.0,29.158262,-0.44082898,2.9175148,0.95
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
agn,HETDEX J015122.15-002625.5,27.842289,-0.4404091,2.298,1.0
lae,HETDEX J011251.67-002624.5,18.215298,-0.44015,3.036436,0.95
lae,HETDEX J011653.03-002621.7,19.220947,-0.439361,2.2357914,0.95
lae,HETDEX J011459.56-002621.3,18.74815,-0.439248,2.1799054,0.95
lae,HETDEX J004341.53-002621.1,10.923029,-0.439192,2.9148974,0.6973929
lae,HETDEX J004341.53-002621.1,10.923029,-0.439192,2.9148974,0.6973929
lae,HETDEX J022354.93-002620.6,35.978878,-0.43904996,2.0056005,0.95
lae,HETDEX J011637.79-002620.4,19.157469,-0.43898696,2.5091896,0.95
lae,HETDEX J005805.73-002620.3,14.523878,-0.438971,2.757591,0.95
agn,HETDEX J021254.16-002619.0,33.225666,-0.43861315,2.624,1.0
lae,HETDEX J011037.20-002618.7,17.655006,-0.43852597,2.2947464,0.7715855
lae,HETDEX J012125.17-002618.5,20.354893,-0.438459,2.7030375,0.95
lae,HETDEX J014051.14-002618.2,25.213089,-0.438389,3.215063,0.6293286
lae,HETDEX J015323.32-002617.4,28.347185,-0.438153,2.9954689,0.95
lae,HETDEX J011715.14-002615.4,19.313103,-0.43760997,2.6713185,0.95
lae,HETDEX J004054.13-002615.0,10.225547,-0.437511,2.5113862,0.95
lae,HETDEX J013923.68-002614.1,24.848646,-0.43726096,2.1254025,0.8514955
lae,HETDEX J010323.69-002613.9,15.8487,-0.437205,2.2628458,0.50752985
lae,HETDEX J015819.49-002613.7,29.581223,-0.43715197,2.0675664,0.95
lae,HETDEX J014146.21-002613.0,25.442522,-0.43695703,2.0178766,0.95
lae,HETDEX J011238.84-002612.8,18.161837,-0.436876,2.5262053,0.95
